OID,QSDWDM,MEAN_TKXS,MEAN_GDPDJ,MEAN_Shape,MEAN_Sha_1,MEAN_area_,FIRST_Town,SUM_TBDLMJ,Shape_Leng,Shape_Area
-1, ,0.000000000000000,3.102362204724409,0.003344034573595,0.000000360452953,0.000074366844601, ,0.000000000000000,1.258324589079804,0.000136882323906
-1,6205031062210000000,0.120000000000000,4.000000000000000,0.094068691358900,0.000088302791977,0.000938705436435,620503106,780545.180000000051223,0.002654550693716,0.000000024097136
-1,6205031062220000000,0.120000000000000,4.000000000000000,0.117837639289000,0.000084974411041,0.000721114336246,620503106,747986.910000000032596,0.000887000927556,0.000000016452514
-1,6205032002090000000,0.120000000000000,4.000000000000000,0.121739026612800,0.000099351451285,0.000770250776011,620503200,1759803.419999999925494,0.009484924238637,0.000000254180998
-1,6205032002100000000,0.090000000000000,3.000000000000000,0.062228916672200,0.000053057380568,0.000829267266969,620503200,963922.070000000065193,0.010600157661140,0.000000350622939
-1,6205032002130000000,0.090000000000000,3.000000000000000,0.192251320403000,0.000194749977964,0.001012996829130,620503200,1776500.639999999897555,0.016681030667133,0.000001047174160
-1,6205032002170000000,0.090000000000000,3.000000000000000,0.105206743677000,0.000099720081159,0.000947848756401,620503200,917658.979999999981374,0.009179641823901,0.000001015487105
-1,6205032002180000000,0.090000000000000,3.000000000000000,0.085347914294075,0.000078916872239,0.000957874371215,620503200,2888518.649999999906868,0.023605323249243,0.000002223226732
-1,6205032002190000000,0.097500000000000,3.250000000000000,0.035634200860250,0.000030192705574,0.000514187654072,620503200,1099990.540000000037253,0.025905342194062,0.000003938530697
-1,6205032002200000000,0.090000000000000,3.000000000000000,0.019464155361650,0.000011179166276,0.000576652720051,620503200,202216.149999999994179,0.011377653229005,0.000001016003917
-1,6205032002210000000,0.090000000000000,3.000000000000000,0.002998029170515,0.000000240974668,0.000076971931389,620503200,3775.269999999999982,0.002328669895332,0.000000101509469
-1,6205032002230000000,0.090000000000000,3.000000000000000,0.119782214830500,0.000088329440823,0.000739557397020,620503200,1617178.409999999916181,0.028351090059809,0.000002206978966
-1,6205032002240000000,0.105000000000000,3.500000000000000,0.146461471242000,0.000109883962291,0.000796658070196,620503200,1983009.419999999925494,0.037832722115328,0.000005173193715
-1,6205032002250000000,0.120000000000000,4.000000000000000,0.077985894397700,0.000042118548963,0.000507817737641,620503200,744416.540000000037253,0.038443720612739,0.000013217242134
-1,6205032002350000000,0.090000000000000,3.000000000000000,0.007526461702790,0.000001255597506,0.000166824406361,620503200,10373.559999999999491,0.002508099204507,0.000000099812354
-1,6205032012160000000,0.157500000000000,4.000000000000000,0.104799466501100,0.000103642730440,0.000919004426317,620503201,3457195.649999999906868,0.058821528619447,0.000006122487709
-1,6205032012170000000,0.120000000000000,4.000000000000000,0.057886225245550,0.000064196144828,0.001040577765050,620503201,1140909.979999999981374,0.030161442309092,0.000002508543986
-1,6205032012180000000,0.130000000000000,3.000000000000000,0.025329837559270,0.000028940133738,0.000598888341957,620503201,1057731.450000000186265,0.011007598541512,0.000000281259542
-1,6205032012260000000,0.120000000000000,4.000000000000000,0.027981493235346,0.000015670967662,0.000510401276897,620503201,685427.109999999986030,0.029434460032210,0.000002147087734
-1,6205032012270000000,0.123333333333333,3.666666666666667,0.025868557385767,0.000014879348297,0.000474679590004,620503201,390721.710000000020955,0.026257341647592,0.000005576527660
-1,6205212012060000000,0.120000000000000,4.000000000000000,0.160622566462000,0.000145447957510,0.000905526295052,620521201,1280278.750000000000000,0.011601949850563,0.000001649488934
-1,6205212012070000000,0.090000000000000,3.000000000000000,0.226748346144000,0.000195649350893,0.000862847973183,620521201,1772771.399999999906868,0.006178414635245,0.000001129736910
-1,6205212012080000000,0.110000000000000,3.666666666666667,0.041521816384597,0.000027279259229,0.000357169775127,620521201,2190595.789999999571592,0.035998798270229,0.000003258625753
-1,6205212022010000000,0.105000000000000,3.500000000000000,0.197323857400200,0.000247801748638,0.000666377729833,620521202,4344948.569999999366701,0.003677831710794,0.000000197106234
-1,6205212022020000000,0.090000000000000,3.000000000000000,0.392840721194000,0.000425501782093,0.001083140721260,620521202,3876117.020000000018626,0.056889929175231,0.000029254209899
-1,6205212022030000000,0.090000000000000,3.000000000000000,0.473912451531000,0.000505843858535,0.001067378282430,620521202,4613427.480000000447035,0.010767949735146,0.000001649525450
-1,6205212022040000000,0.120000000000000,4.000000000000000,0.353947684048000,0.000528501864770,0.001493163788290,620521202,4675225.379999999888241,0.060716637770383,0.000019042064164
-1,6205212022050000000,0.120000000000000,4.000000000000000,0.505244356175000,0.000475930657817,0.000941981146351,620521202,4200477.879999999888241,0.018752693542134,0.000003209626833
-1,6205212022090000000,0.090000000000000,3.000000000000000,0.408253065317000,0.000493593506538,0.001209038090520,620521202,4483429.980000000447035,0.013808984766293,0.000005954644226
-1,6205212022110000000,0.105000000000000,3.500000000000000,0.243592279044155,0.000310603264383,0.000679761801824,620521202,5468918.500000000000000,0.021281125023981,0.000001251534112
-1,6205212032020000000,0.120000000000000,4.000000000000000,0.409372257538000,0.000348590391422,0.000851524217880,620521203,3051733.200000000186265,0.001096957675172,0.000000013312629
-1,6205212032030000000,0.123333333333333,3.666666666666667,0.110848056888400,0.000048780584269,0.000400755859237,620521203,1278532.610000000102445,0.013728958152340,0.000001763156123
-1,6205212032040000000,0.075000000000000,2.750000000000000,0.067093062777063,0.000053163680627,0.000586182912786,620521203,1886768.339999999850988,0.026443369936210,0.000002106949038
-1,6205212032050000000,0.120000000000000,4.000000000000000,0.297372958178000,0.000259245454519,0.000871785572257,620521203,2277153.740000000223517,0.026885414409955,0.000023148732504
-1,6205212032060000000,0.120000000000000,4.000000000000000,0.172032106079000,0.000238308666802,0.001385256928100,620521203,2099511.640000000130385,0.026479797496426,0.000014802296060
-1,6205212042010000000,0.090000000000000,3.000000000000000,0.007583681945700,0.000002437495262,0.000321413171039,620521204,22524.279999999998836,0.000096701900561,0.000000000238596
-1,6205212042030000000,0.100000000000000,3.333333333333333,0.078196822210600,0.000064328306030,0.000683962569285,620521204,1754986.590000000083819,0.020222787434127,0.000002229205092
-1,6205212042040000000,0.090000000000000,3.000000000000000,0.279136487392070,0.000224723315558,0.000567072048135,620521204,4108581.439999999944121,0.020404388326367,0.000000825647397
-1,6205212042050000000,0.090000000000000,3.000000000000000,0.133260844183750,0.000084466239339,0.000539282652326,620521204,1536317.560000000055879,0.028167215321262,0.000002596601805
-1,6205212042060000000,0.090000000000000,3.000000000000000,0.074429080209760,0.000048950459828,0.000463845128466,620521204,882944.310000000055879,0.027053736390885,0.000009604070858
-1,6205212052040000000,0.090000000000000,3.000000000000000,0.396420153593000,0.000360380465309,0.000909087144139,620521205,3254903.040000000037253,0.017647367514377,0.000002047688550
-1,6205212052050000000,0.116666666666667,3.000000000000000,0.032408827176610,0.000032213020632,0.000751407621854,620521205,845210.110000000102445,0.026068140601561,0.000012584499248
-1,6205221000040000000,0.000000000000000,1.000000000000000,0.003286343611990,0.000000425548370,0.000129489919425,620522100,4316.899999999999636,0.003286345695699,0.000000425548411
-1,6205221002020000000,0.000000000000000,1.000000000000000,0.009069091261460,0.000002249804638,0.000161957860643,620522100,112834.920000000012806,0.039626317926055,0.000011249022663
-1,6205221002060000000,0.123333333333333,3.166666666666667,0.004965075600648,0.000000734032761,0.000148028135801,620522100,38206.190000000002328,0.029790451601222,0.000004404195978
-1,6205221002080000000,0.154000000000000,3.600000000000000,0.010970989269212,0.000003030499569,0.000247673796741,620522100,115979.469999999986612,0.033009321328643,0.000015152497507
-1,6205221002090000000,0.110714285714286,3.357142857142857,0.010250890980095,0.000003026641894,0.000206442781281,620522100,377029.130000000004657,0.122159136280764,0.000042372985720
